input.apl05p50,input.apl05cmb,0.59274
input.apl05pd,input.apl05cmb,0.59126
input.apl05prf,input.apl05cmb,0.80930
input.apl05pt,input.apl05cmb,0.19805
input.ASUBE,input.apl05cmb,0.00009
input.ASUBE3,input.apl05cmb,0.00002
input.ASUDE,input.apl05cmb,0.00009
input.ASUDIV,input.apl05cmb,0.03920
input.ASUTI,input.apl05cmb,0.76976
input.CKonD,input.apl05cmb,0.33566
input.CKonT,input.apl05cmb,0.65693
input.CKonTSE,input.apl05cmb,0.72247
input.CKSEonD,input.apl05cmb,0.61241
input.CKSEonTSE,input.apl05cmb,0.87589
input.HKPU2CT,input.apl05cmb,0.07556
input.HKPU2CTDN,input.apl05cmb,0.06691
input.HKPUCD,input.apl05cmb,0.28166
input.HKPUVCT,input.apl05cmb,0.08106
input.HKPUVCTDN,input.apl05cmb,0.05149
input.humR05dl,input.apl05cmb,0.49682
input.humR05dle,input.apl05cmb,0.22265
input.humR05tl,input.apl05cmb,0.00895
input.humR05txl,input.apl05cmb,0.00443
input.humR05txle,input.apl05cmb,0.00195
input.ICT05qerfD,input.apl05cmb,0.03299
input.ICT05qerfDg,input.apl05cmb,0.10358
input.ICT05qerfT,input.apl05cmb,0.01440
input.ICT05qerfTg,input.apl05cmb,0.02076
input.indri05RdmD,input.apl05cmb,0.30223
input.indri05RdmeD,input.apl05cmb,0.00011
input.indri05RdmeT,input.apl05cmb,0.00011
input.indri05RdmmT,input.apl05cmb,0.00019
input.indri05RdmT,input.apl05cmb,0.01276
input.JuruDWE,input.apl05cmb,0.01210
input.juruManTit,input.apl05cmb,0.65229
input.JuruTDWE,input.apl05cmb,0.00321
input.JuruTiWE,input.apl05cmb,0.00230
input.MEIJIr2,input.apl05cmb,0.00000
input.pircRB05d1,input.apl05cmb,0.00593
input.pircRB05d3,input.apl05cmb,0.01624
input.pircRB05t2,input.apl05cmb,0.00059
input.pircRB05t3,input.apl05cmb,0.00024
input.pircRB05td3,input.apl05cmb,0.00005
input.pstitle01,input.apl05cmb,0.00000
input.pstopic01,input.apl05cmb,0.00000
input.RIMam05d200,input.apl05cmb,0.85670
input.RIMam05l050,input.apl05cmb,0.00050
input.RIMam05l200,input.apl05cmb,0.00003
input.RIMam05t050,input.apl05cmb,0.28899
input.RIMam05t200,input.apl05cmb,0.19538
input.rmit5d1025,input.apl05cmb,0.43940
input.rmit5t0000,input.apl05cmb,0.35669
input.rmit5t0530N,input.apl05cmb,0.10018
input.rmit5t1025,input.apl05cmb,0.22249
input.rmit5t1545Td,input.apl05cmb,0.08525
input.sab05roa2,input.apl05cmb,0.00401
input.sab05rod1,input.apl05cmb,0.11337
input.sab05rod2,input.apl05cmb,0.49114
input.sab05ror1,input.apl05cmb,0.00000
input.sab05rot2,input.apl05cmb,0.49114
input.title01,input.apl05cmb,0.00000
input.topic01,input.apl05cmb,0.00000
input.uic0501,input.apl05cmb,0.00000
input.UIUCrAXd0,input.apl05cmb,0.74600
input.UIUCrAXt0,input.apl05cmb,0.18896
input.UIUCrAXt1,input.apl05cmb,0.00103
input.UIUCrAXt2,input.apl05cmb,0.00199
input.UIUCrAXt3,input.apl05cmb,0.00295
input.wdf1s1wp1sm,input.apl05cmb,0.03260
input.wdf1t10q,input.apl05cmb,0.00007
input.wdf1t3qd,input.apl05cmb,0.43662
input.wdf1t3qs0,input.apl05cmb,0.00845
input.wdf1tbqf,input.apl05cmb,0.00018
input.apl05pd,input.apl05p50,0.99829
input.apl05prf,input.apl05p50,0.76911
input.apl05pt,input.apl05p50,0.45190
input.ASUBE,input.apl05p50,0.00001
input.ASUBE3,input.apl05p50,0.00000
input.ASUDE,input.apl05p50,0.00001
input.ASUDIV,input.apl05p50,0.00941
input.ASUTI,input.apl05p50,0.80863
input.CKonD,input.apl05p50,0.66872
input.CKonT,input.apl05p50,0.32756
input.CKonTSE,input.apl05p50,0.85737
input.CKSEonD,input.apl05p50,0.97747
input.CKSEonTSE,input.apl05p50,0.48953
input.HKPU2CT,input.apl05p50,0.02078
input.HKPU2CTDN,input.apl05p50,0.01793
input.HKPUCD,input.apl05p50,0.10708
input.HKPUVCT,input.apl05p50,0.02264
input.HKPUVCTDN,input.apl05p50,0.01306
input.humR05dl,input.apl05p50,0.22460
input.humR05dle,input.apl05p50,0.07936
input.humR05tl,input.apl05p50,0.00164
input.humR05txl,input.apl05p50,0.00072
input.humR05txle,input.apl05p50,0.00028
input.ICT05qerfD,input.apl05p50,0.00765
input.ICT05qerfDg,input.apl05p50,0.03057
input.ICT05qerfT,input.apl05p50,0.00286
input.ICT05qerfTg,input.apl05p50,0.00441
input.indri05RdmD,input.apl05p50,0.11722
input.indri05RdmeD,input.apl05p50,0.00001
input.indri05RdmeT,input.apl05p50,0.00001
input.indri05RdmmT,input.apl05p50,0.00002
input.indri05RdmT,input.apl05p50,0.00248
input.JuruDWE,input.apl05p50,0.00233
input.juruManTit,input.apl05p50,0.93282
input.JuruTDWE,input.apl05p50,0.00050
input.JuruTiWE,input.apl05p50,0.00034
input.MEIJIr2,input.apl05p50,0.00000
input.pircRB05d1,input.apl05p50,0.00101
input.pircRB05d3,input.apl05p50,0.00330
input.pircRB05t2,input.apl05p50,0.00007
input.pircRB05t3,input.apl05p50,0.00003
input.pircRB05td3,input.apl05p50,0.00000
input.pstitle01,input.apl05p50,0.00001
input.pstopic01,input.apl05p50,0.00000
input.RIMam05d200,input.apl05p50,0.47433
input.RIMam05l050,input.apl05p50,0.00006
input.RIMam05l200,input.apl05p50,0.00000
input.RIMam05t050,input.apl05p50,0.11067
input.RIMam05t200,input.apl05p50,0.06730
input.rmit5d1025,input.apl05p50,0.19084
input.rmit5t0000,input.apl05p50,0.14524
input.rmit5t0530N,input.apl05p50,0.02934
input.rmit5t1025,input.apl05p50,0.07929
input.rmit5t1545Td,input.apl05p50,0.02408
input.sab05roa2,input.apl05p50,0.00064
input.sab05rod1,input.apl05p50,0.03417
input.sab05rod2,input.apl05p50,0.22119
input.sab05ror1,input.apl05p50,0.00000
input.sab05rot2,input.apl05p50,0.22119
input.title01,input.apl05p50,0.00000
input.topic01,input.apl05p50,0.00000
input.uic0501,input.apl05p50,0.00000
input.UIUCrAXd0,input.apl05p50,0.39045
input.UIUCrAXt0,input.apl05p50,0.06453
input.UIUCrAXt1,input.apl05p50,0.00013
input.UIUCrAXt2,input.apl05p50,0.00029
input.UIUCrAXt3,input.apl05p50,0.00045
input.wdf1s1wp1sm,input.apl05p50,0.00754
input.wdf1t10q,input.apl05p50,0.00001
input.wdf1t3qd,input.apl05p50,0.18925
input.wdf1t3qs0,input.apl05p50,0.00153
input.wdf1tbqf,input.apl05p50,0.00002
input.apl05prf,input.apl05pd,0.76748
input.apl05pt,input.apl05pd,0.45319
input.ASUBE,input.apl05pd,0.00001
input.ASUBE3,input.apl05pd,0.00000
input.ASUDE,input.apl05pd,0.00001
input.ASUDIV,input.apl05pd,0.00935
input.ASUTI,input.apl05pd,0.80698
input.CKonD,input.apl05pd,0.67028
input.CKonT,input.apl05pd,0.32651
input.CKonTSE,input.apl05pd,0.85569
input.CKSEonD,input.apl05pd,0.97576
input.CKSEonTSE,input.apl05pd,0.48819
input.HKPU2CT,input.apl05pd,0.02066
input.HKPU2CTDN,input.apl05pd,0.01782
input.HKPUCD,input.apl05pd,0.10661
input.HKPUVCT,input.apl05pd,0.02252
input.HKPUVCTDN,input.apl05pd,0.01298
input.humR05dl,input.apl05pd,0.22379
input.humR05dle,input.apl05pd,0.07900
input.humR05tl,input.apl05pd,0.00163
input.humR05txl,input.apl05pd,0.00072
input.humR05txle,input.apl05pd,0.00028
input.ICT05qerfD,input.apl05pd,0.00760
input.ICT05qerfDg,input.apl05pd,0.03041
input.ICT05qerfT,input.apl05pd,0.00284
input.ICT05qerfTg,input.apl05pd,0.00438
input.indri05RdmD,input.apl05pd,0.11672
input.indri05RdmeD,input.apl05pd,0.00001
input.indri05RdmeT,input.apl05pd,0.00001
input.indri05RdmmT,input.apl05pd,0.00002
input.indri05RdmT,input.apl05pd,0.00247
input.JuruDWE,input.apl05pd,0.00232
input.juruManTit,input.apl05pd,0.93112
input.JuruTDWE,input.apl05pd,0.00049
input.JuruTiWE,input.apl05pd,0.00034
input.MEIJIr2,input.apl05pd,0.00000
input.pircRB05d1,input.apl05pd,0.00101
input.pircRB05d3,input.apl05pd,0.00328
input.pircRB05t2,input.apl05pd,0.00007
input.pircRB05t3,input.apl05pd,0.00003
input.pircRB05td3,input.apl05pd,0.00000
input.pstitle01,input.apl05pd,0.00001
input.pstopic01,input.apl05pd,0.00000
input.RIMam05d200,input.apl05pd,0.47301
input.RIMam05l050,input.apl05pd,0.00006
input.RIMam05l200,input.apl05pd,0.00000
input.RIMam05t050,input.apl05pd,0.11019
input.RIMam05t200,input.apl05pd,0.06698
input.rmit5d1025,input.apl05pd,0.19012
input.rmit5t0000,input.apl05pd,0.14465
input.rmit5t0530N,input.apl05pd,0.02918
input.rmit5t1025,input.apl05pd,0.07893
input.rmit5t1545Td,input.apl05pd,0.02394
input.sab05roa2,input.apl05pd,0.00064
input.sab05rod1,input.apl05pd,0.03399
input.sab05rod2,input.apl05pd,0.22039
input.sab05ror1,input.apl05pd,0.00000
input.sab05rot2,input.apl05pd,0.22039
input.title01,input.apl05pd,0.00000
input.topic01,input.apl05pd,0.00000
input.uic0501,input.apl05pd,0.00000
input.UIUCrAXd0,input.apl05pd,0.38928
input.UIUCrAXt0,input.apl05pd,0.06422
input.UIUCrAXt1,input.apl05pd,0.00013
input.UIUCrAXt2,input.apl05pd,0.00028
input.UIUCrAXt3,input.apl05pd,0.00045
input.wdf1s1wp1sm,input.apl05pd,0.00750
input.wdf1t10q,input.apl05pd,0.00001
input.wdf1t3qd,input.apl05pd,0.18853
input.wdf1t3qs0,input.apl05pd,0.00152
input.wdf1tbqf,input.apl05pd,0.00002
input.apl05pt,input.apl05prf,0.29566
input.ASUBE,input.apl05prf,0.00003
input.ASUBE3,input.apl05prf,0.00001
input.ASUDE,input.apl05prf,0.00003
input.ASUDIV,input.apl05prf,0.02126
input.ASUTI,input.apl05prf,0.95905
input.CKonD,input.apl05prf,0.47064
input.CKonT,input.apl05prf,0.49303
input.CKonTSE,input.apl05prf,0.90938
input.CKSEonD,input.apl05prf,0.79078
input.CKSEonTSE,input.apl05prf,0.69099
input.HKPU2CT,input.apl05prf,0.04355
input.HKPU2CTDN,input.apl05prf,0.03812
input.HKPUCD,input.apl05prf,0.18753
input.HKPUVCT,input.apl05prf,0.04705
input.HKPUVCTDN,input.apl05prf,0.02862
input.humR05dl,input.apl05prf,0.35713
input.humR05dle,input.apl05prf,0.14406
input.humR05tl,input.apl05prf,0.00430
input.humR05txl,input.apl05prf,0.00202
input.humR05txle,input.apl05prf,0.00084
input.ICT05qerfD,input.apl05prf,0.01762
input.ICT05qerfDg,input.apl05prf,0.06161
input.ICT05qerfT,input.apl05prf,0.00718
